nct_id,overall_status,phase,intervention_names,condition_mesh,study_type,sponsor,enrollment_count,start_date,completion_date,primary_completion_date,gender,min_age,max_age,allocation,masking
NCT00848302,COMPLETED,EARLY_PHASE1,,,INTERVENTIONAL,,25.0,2009-09,2011-01,2011-01,,18 Years,,NA,NONE
NCT04403802,COMPLETED,NA,,,INTERVENTIONAL,,28.0,2020-10-16,2024-05-23,2024-05-22,,18 Years,,RANDOMIZED,TRIPLE
NCT03838302,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,40.0,2023-06,2027-06,2025-06,,18 Years,50 Years,,
NCT01693302,COMPLETED,NA,,,INTERVENTIONAL,,23.0,2007-08,2009-05,2009-05,,12 Years,30 Years,RANDOMIZED,NONE
NCT03669302,TERMINATED,NA,,,INTERVENTIONAL,,10.0,2018-08-01,2021-10-02,2021-10-01,,18 Years,65 Years,RANDOMIZED,NONE
NCT04069702,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2020-03-12,2021-07-19,2021-07-19,,18 Years,85 Years,NA,NONE
NCT04377802,UNKNOWN,NA,,,INTERVENTIONAL,,400.0,2020-05-17,2020-12-30,2020-11-16,,18 Years,65 Years,NA,NONE
NCT00394602,TERMINATED,,,,OBSERVATIONAL,,207.0,2004-04-07,2019-05-08,2019-05-08,,18 Years,,,
NCT05046002,RECRUITING,,,,OBSERVATIONAL,,400.0,2021-08-11,2026-12-31,2025-12-30,,5 Years,,,
NCT02764502,COMPLETED,NA,,,INTERVENTIONAL,,60.0,2012-03,2014-04,2014-04,,28 Years,68 Years,NA,NONE
NCT05636202,COMPLETED,,,,OBSERVATIONAL,,606.0,2022-12-01,2022-12-30,2022-12-30,,18 Years,100 Years,,
NCT03096002,UNKNOWN,,,,OBSERVATIONAL,,500.0,2017-06-12,2019-04,2019-04,,18 Years,65 Years,,
NCT01383902,COMPLETED,NA,,,INTERVENTIONAL,,4.0,2009-05,2009-11,2009-09,,20 Years,50 Years,RANDOMIZED,NONE
NCT05506202,UNKNOWN,NA,,,INTERVENTIONAL,,36.0,2022-08-01,2023-10-31,2023-07-31,,18 Years,100 Years,RANDOMIZED,NONE
NCT03800602,COMPLETED,PHASE2,,,INTERVENTIONAL,,29.0,2019-01-15,2021-09-04,2020-09-04,,18 Years,,NA,NONE
NCT06716502,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,50.0,2025-09-01,2025-11-19,2025-10-01,,65 Years,,NON_RANDOMIZED,NONE
NCT04102202,WITHDRAWN,PHASE1|PHASE2,,,INTERVENTIONAL,,,2020-11-15,2021-03-22,2021-03-22,,5 Years,30 Years,RANDOMIZED,TRIPLE
NCT04104802,WITHDRAWN,,,,OBSERVATIONAL,,,2019-10,2021-10,2019-10,,18 Years,,,
NCT03376802,COMPLETED,PHASE1,,,INTERVENTIONAL,,24.0,2018-04-18,2018-12-27,2018-12-27,,18 Years,50 Years,RANDOMIZED,TRIPLE
NCT05452902,RECRUITING,PHASE2,,,INTERVENTIONAL,,60.0,2023-01-19,2025-12-31,2025-08-31,,18 Years,,RANDOMIZED,NONE
NCT06134102,COMPLETED,,,,OBSERVATIONAL,,1150.0,2019-01-01,2023-12-31,2023-12-31,,18 Years,,,
NCT04228302,COMPLETED,PHASE1,,,INTERVENTIONAL,,40.0,2019-12-09,2020-07-07,2020-07-07,,18 Years,65 Years,RANDOMIZED,DOUBLE
NCT02470702,COMPLETED,PHASE1,,,INTERVENTIONAL,,14.0,2015-06,2015-10,2015-10,,18 Years,55 Years,RANDOMIZED,QUADRUPLE
NCT03853902,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2016-01-26,2018-11-23,2018-11-23,,18 Years,,RANDOMIZED,SINGLE
NCT03905902,WITHDRAWN,PHASE3,,,INTERVENTIONAL,,,2021-08,2021-08-16,2021-08,,18 Years,,RANDOMIZED,QUADRUPLE
NCT03024502,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,90.0,2018-01-30,2020-06,2020-01,,18 Years,49 Years,RANDOMIZED,NONE
NCT03333902,COMPLETED,NA,,,INTERVENTIONAL,,102.0,2017-12-01,2018-08-30,2018-06-30,,24 Years,40 Years,RANDOMIZED,TRIPLE
NCT01205802,UNKNOWN,PHASE2|PHASE3,,,INTERVENTIONAL,,200.0,2010-08,2012-07,2011-07,,,,NON_RANDOMIZED,NONE
NCT03284502,UNKNOWN,PHASE1,,,INTERVENTIONAL,,148.0,2017-05-22,2024-12-31,2024-09-30,,19 Years,,NON_RANDOMIZED,NONE
NCT00202202,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2002-11,2004-04,,,16 Years,,NA,NONE
NCT05985902,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2023-07-01,2024-11-30,2024-11-30,,10 Years,20 Years,RANDOMIZED,DOUBLE
NCT06284902,COMPLETED,PHASE1,,,INTERVENTIONAL,,25.0,2024-02-23,2024-05-23,2024-05-08,,18 Years,55 Years,RANDOMIZED,NONE
NCT02232802,COMPLETED,PHASE1,,,INTERVENTIONAL,,47.0,2014-08-04,2014-12-05,2014-12-05,,18 Years,55 Years,RANDOMIZED,NONE
NCT04841902,COMPLETED,NA,,,INTERVENTIONAL,,240.0,2021-07-01,2023-12-30,2023-11-30,,25 Years,40 Years,RANDOMIZED,TRIPLE
NCT00553202,COMPLETED,PHASE2,,,INTERVENTIONAL,,158.0,2008-01,2020-03-31,2016-06,,,30 Years,NA,NONE
NCT06295302,RECRUITING,PHASE2,,,INTERVENTIONAL,,120.0,2023-12-13,2026-01,2025-12,,18 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT04840602,RECRUITING,PHASE2,,,INTERVENTIONAL,,92.0,2022-01-05,2028-03-31,2028-03-31,,18 Years,,RANDOMIZED,NONE
NCT04385602,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,60.0,2020-06-01,2023-01-01,2022-10-01,,1 Year,6 Years,RANDOMIZED,QUADRUPLE
NCT01491802,COMPLETED,PHASE3,,,INTERVENTIONAL,,17.0,2012-01,2014-09,2014-09,,40 Years,,RANDOMIZED,QUADRUPLE
NCT03240302,UNKNOWN,NA,,,INTERVENTIONAL,,50.0,2017-09,2020-09,2020-09,,18 Years,60 Years,NON_RANDOMIZED,NONE
NCT01105702,TERMINATED,PHASE2,,,INTERVENTIONAL,,28.0,2010-05,2015-04,2014-04,,18 Years,,NA,NONE
NCT02040402,COMPLETED,PHASE4,,,INTERVENTIONAL,,100.0,2009-02,2010-12,2010-12,,6 Weeks,9 Weeks,RANDOMIZED,NONE
NCT00674102,COMPLETED,PHASE1,,,INTERVENTIONAL,,15.0,2008-04,,2009-03,,20 Years,,NA,NONE
NCT04207502,UNKNOWN,,,,OBSERVATIONAL,,100.0,2019-09-01,2020-08,2020-08,,60 Years,,,
NCT03535402,UNKNOWN,PHASE3,,,INTERVENTIONAL,,20.0,2018-06-01,2020-12-30,2020-12-30,,18 Years,,NA,NONE
NCT00038402,COMPLETED,PHASE3,,,INTERVENTIONAL,,74.0,2001-04,2011-07,2004-11,,,,NA,NONE
NCT00668902,COMPLETED,NA,,,INTERVENTIONAL,,25.0,2007-03,2009-01,2008-12,,18 Years,49 Years,NON_RANDOMIZED,NONE
NCT01780402,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2012-03,2014-10,2014-09,,60 Years,,NA,DOUBLE
NCT05948202,COMPLETED,NA,,,INTERVENTIONAL,,15.0,2017-04-10,2020-02-04,2020-02-04,,18 Months,6 Years,RANDOMIZED,DOUBLE
NCT01413802,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2011-09-01,2013-03-05,2012-02-28,,18 Years,,NA,NONE
NCT02599402,COMPLETED,PHASE3,,,INTERVENTIONAL,,533.0,2015-12-20,2020-02-10,2020-02-10,,18 Years,,NON_RANDOMIZED,NONE
NCT05177302,COMPLETED,,,,OBSERVATIONAL,,15.0,2022-03-01,2023-01-10,2023-01-10,,20 Years,50 Years,,
NCT03127202,COMPLETED,NA,,,INTERVENTIONAL,,90.0,2012-11,2015-12,2015-12,,18 Years,,NA,NONE
NCT01690702,COMPLETED,PHASE3,,,INTERVENTIONAL,,2886.0,2012-09,2020-07-20,2018-09-30,,18 Years,65 Years,RANDOMIZED,NONE
NCT04732702,COMPLETED,,,,OBSERVATIONAL,,32.0,2020-10-29,2021-04-30,2021-01-31,,6 Months,9 Months,,
NCT05020002,RECRUITING,,,,OBSERVATIONAL,,215.0,2020-12-08,2025-12,2024-12,,5 Years,,,
NCT00432302,COMPLETED,PHASE1,,,INTERVENTIONAL,,7.0,2007-01,2007-11,2007-11,,18 Years,,NA,NONE
NCT02959502,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,40.0,2016-10-31,2025-12,2025-12,,60 Years,,NON_RANDOMIZED,NONE
NCT02166502,COMPLETED,,,,OBSERVATIONAL,,27.0,2012-02,2015-11,2015-05,,,72 Hours,,
NCT04597502,COMPLETED,NA,,,INTERVENTIONAL,,58.0,2020-10-15,2022-09-01,2022-03-29,,25 Years,55 Years,RANDOMIZED,TRIPLE
NCT05471102,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2022-07-03,2022-11-30,2022-11-30,,20 Years,40 Years,RANDOMIZED,SINGLE
NCT01269502,COMPLETED,NA,,,INTERVENTIONAL,,41.0,2009-06,2013-10,2013-10,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT00765102,TERMINATED,PHASE2,,,INTERVENTIONAL,,32.0,2008-09-01,2010-03-01,2010-03-01,,18 Years,,NA,NONE
NCT02564302,UNKNOWN,NA,,,INTERVENTIONAL,,60.0,2015-08,2019-05,2018-12,,18 Years,,RANDOMIZED,NONE
NCT00039702,COMPLETED,,,,OBSERVATIONAL,,40.0,2002-06,2004-09,,,,,,
NCT06327802,RECRUITING,,,,OBSERVATIONAL,,360.0,2024-04-01,2025-07-31,2024-12-31,,18 Years,,,
NCT03136302,RECRUITING,,,,OBSERVATIONAL,,60.0,2017-09-01,2025-09-01,2025-09-01,,,,,
NCT03762902,TERMINATED,,,,OBSERVATIONAL,,10.0,2019-04-30,2019-09-01,2019-08-01,,18 Years,75 Years,,
NCT04973202,COMPLETED,,,,OBSERVATIONAL,,50000.0,2021-05-01,2021-08-30,2021-08-30,,18 Years,,,
NCT03809702,COMPLETED,PHASE4,,,INTERVENTIONAL,,82.0,2018-07-15,2019-12-30,2019-09-20,,18 Years,70 Years,RANDOMIZED,DOUBLE
NCT00428402,COMPLETED,,,,OBSERVATIONAL,,6.0,2007-01,2012-02,2012-02,,,,,
NCT01569802,UNKNOWN,,,,OBSERVATIONAL,,10000.0,2012-01,,,,30 Years,,,
NCT02058602,COMPLETED,PHASE1,,,INTERVENTIONAL,,25.0,2013-12-03,2016-07-11,2016-07-11,,40 Years,,NA,NONE
NCT06236802,ACTIVE_NOT_RECRUITING,NA,,,INTERVENTIONAL,,40.0,2024-03-06,2029-06-01,2024-09-06,,45 Years,,NA,NONE
NCT00146302,COMPLETED,PHASE4,,,INTERVENTIONAL,,2320.0,2002-11,2008-03,2008-03,,,30 Days,RANDOMIZED,NONE
NCT01822002,UNKNOWN,NA,,,INTERVENTIONAL,,1500.0,2013-02,2015-02,2014-02,,10 Years,90 Years,RANDOMIZED,TRIPLE
NCT00104702,COMPLETED,PHASE2,,,INTERVENTIONAL,,46.0,2004-07,2011-03,2008-04,,70 Years,,NA,NONE
NCT00576602,TERMINATED,PHASE4,,,INTERVENTIONAL,,1.0,2007-12,2008-07,2008-07,,18 Years,,RANDOMIZED,NONE
NCT04843202,COMPLETED,,,,OBSERVATIONAL,,2000.0,2018-06-01,2021-09-01,2020-06-01,,18 Years,,,
NCT03561402,COMPLETED,,,,OBSERVATIONAL,,24.0,2016-12-01,2020-12-30,2020-12-30,,18 Years,55 Years,,
NCT06200402,RECRUITING,NA,,,INTERVENTIONAL,,450.0,2023-07-01,2025-12-30,2023-12-01,,65 Years,100 Years,RANDOMIZED,DOUBLE
NCT01057602,UNKNOWN,,,,OBSERVATIONAL,,300.0,2008-05,2010-09,2010-05,,65 Years,,,
NCT00067002,COMPLETED,PHASE2,,,INTERVENTIONAL,,110.0,2003-04,2016-07,2016-07,,1 Month,80 Years,RANDOMIZED,NONE
NCT04936802,UNKNOWN,NA,,,INTERVENTIONAL,,5.0,2021-06-25,2023-06-30,2022-06-30,,18 Years,85 Years,NA,NONE
NCT05334602,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2019-03-01,2022-03-01,2022-03-01,,9 Years,13 Years,RANDOMIZED,DOUBLE
NCT03279302,COMPLETED,PHASE1,,,INTERVENTIONAL,,75.0,2017-09-04,2017-12-18,2017-12-18,,18 Years,60 Years,RANDOMIZED,NONE
NCT02622802,COMPLETED,NA,,,INTERVENTIONAL,,250.0,2012-11,2017-05,2016-12,,18 Years,45 Years,NA,NONE
NCT01940302,COMPLETED,EARLY_PHASE1,,,INTERVENTIONAL,,71.0,2013-06,2014-03,2013-12,,25 Years,75 Years,RANDOMIZED,NONE
NCT06312202,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,400.0,2024-05-01,2024-12-31,2024-12-31,,,,,
NCT01367002,COMPLETED,PHASE2,,,INTERVENTIONAL,,61.0,2011-06,2022-06-30,2022-06-30,,,,RANDOMIZED,NONE
NCT00947102,UNKNOWN,,,,OBSERVATIONAL,,,2009-02,2011-12,2011-12,,30 Years,85 Years,,
NCT01374802,COMPLETED,PHASE1,,,INTERVENTIONAL,,14.0,2011-06,,2011-07,,18 Years,55 Years,NON_RANDOMIZED,NONE
NCT02267902,UNKNOWN,PHASE1,,,INTERVENTIONAL,,12.0,2014-09,2015-01,2015-01,,18 Years,55 Years,NON_RANDOMIZED,NONE
NCT05845502,TERMINATED,NA,,,INTERVENTIONAL,,8.0,2021-07-26,2024-09-30,2024-09-30,,18 Years,80 Years,NA,NONE
NCT03900702,UNKNOWN,NA,,,INTERVENTIONAL,,60.0,2019-02-15,2020-09,2020-05,,60 Years,80 Years,RANDOMIZED,NONE
NCT00636402,UNKNOWN,NA,,,INTERVENTIONAL,,20.0,2008-03,2008-12,2008-12,,,,RANDOMIZED,SINGLE
NCT04411602,WITHDRAWN,PHASE1,,,INTERVENTIONAL,,,2020-04-07,2021-04-07,2021-04-07,,18 Years,,NA,NONE
NCT01872702,COMPLETED,NA,,,INTERVENTIONAL,,8000.0,2013-04,2017-07,2017-07,,6 Months,,RANDOMIZED,NONE
NCT03846102,TERMINATED,PHASE4,,,INTERVENTIONAL,,55.0,2019-01-28,2020-02-18,2020-02-18,,18 Years,,RANDOMIZED,QUADRUPLE
NCT04232202,COMPLETED,NA,,,INTERVENTIONAL,,29.0,2019-08-20,2020-07-31,2020-03-31,,18 Years,80 Years,RANDOMIZED,SINGLE
NCT05070702,COMPLETED,PHASE1,,,INTERVENTIONAL,,64.0,2021-11-08,2022-07-07,2022-07-07,,18 Years,60 Years,RANDOMIZED,QUADRUPLE
NCT01386502,WITHDRAWN,PHASE1,,,INTERVENTIONAL,,,2011-06-15,2011-10-31,,,18 Years,99 Years,NON_RANDOMIZED,NONE
NCT02625402,COMPLETED,NA,,,INTERVENTIONAL,,58.0,2015-12,2016-12,2016-03,,21 Years,,RANDOMIZED,NONE
NCT04294602,COMPLETED,NA,,,INTERVENTIONAL,,59.0,2017-05-15,2018-05-10,2018-03-13,,18 Years,30 Years,RANDOMIZED,NONE
NCT00034502,COMPLETED,PHASE1|PHASE2,,,INTERVENTIONAL,,,,,,,18 Years,,,
NCT05607602,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,105.0,2022-10-17,2024-12-31,2024-12-31,,18 Years,65 Years,,
NCT00978302,COMPLETED,PHASE1,,,INTERVENTIONAL,,55.0,2001-05,2001-08,2001-08,,18 Years,45 Years,RANDOMIZED,QUADRUPLE
NCT00002102,COMPLETED,NA,,,INTERVENTIONAL,,,,,,,1 Day,,,NONE
NCT02204202,TERMINATED,,,,OBSERVATIONAL,,28.0,2014-02,2017-02-04,2017-02-04,,19 Years,,,
NCT06993402,ENROLLING_BY_INVITATION,,,,OBSERVATIONAL,,1000.0,2024-09-10,2035-09,2035-09,,18 Years,,,
NCT01127802,UNKNOWN,,,,OBSERVATIONAL,,50.0,2010-01,2011-03,2011-03,,18 Years,95 Years,,
NCT01229202,WITHDRAWN,PHASE4,,,INTERVENTIONAL,,,2008-07,2016-01,2012-12,,30 Years,,RANDOMIZED,NONE
NCT00470002,COMPLETED,PHASE1,,,INTERVENTIONAL,,16.0,2004-05,2005-01,,,50 Years,,NON_RANDOMIZED,NONE
NCT02351102,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,100.0,2015-11,2019-07,2019-07,,18 Years,,RANDOMIZED,QUADRUPLE
NCT05202002,UNKNOWN,NA,,,INTERVENTIONAL,,200.0,2021-03-01,2023-05-30,2022-12-31,,18 Years,,RANDOMIZED,TRIPLE
NCT02651402,COMPLETED,NA,,,INTERVENTIONAL,,495.0,2016-02,2021-02-28,2021-02-28,,8 Years,99 Years,RANDOMIZED,NONE
NCT06036602,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,125.0,2024-07-15,2026-02,2025-12,,18 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT02274402,COMPLETED,,,,OBSERVATIONAL,,114.0,2014-11,2016-06,2015-11,,,,,
NCT05835102,RECRUITING,,,,OBSERVATIONAL,,800.0,2023-05-01,2025-12-09,2025-12-07,,18 Years,80 Years,,
NCT02127502,COMPLETED,,,,OBSERVATIONAL,,379.0,2014-04,2016-12,2016-08,,18 Years,89 Years,,
NCT03679702,UNKNOWN,NA,,,INTERVENTIONAL,,10.0,2018-12-15,2019-12-01,2019-12-01,,18 Years,75 Years,NA,NONE
NCT03983902,UNKNOWN,NA,,,INTERVENTIONAL,,96.0,2019-07-01,2021-06-30,2020-12-31,,,3 Minutes,RANDOMIZED,NONE
NCT03644602,COMPLETED,NA,,,INTERVENTIONAL,,150.0,2016-07,2016-12,2016-12,,,,NON_RANDOMIZED,NONE
NCT01148602,COMPLETED,NA,,,INTERVENTIONAL,,3452.0,2010-06,2012-04,2012-04,,,,RANDOMIZED,NONE
NCT00525902,COMPLETED,PHASE2,,,INTERVENTIONAL,,31.0,2008-01,2010-09,2010-09,,18 Years,,NA,NONE
NCT06629402,COMPLETED,PHASE2,,,INTERVENTIONAL,,16.0,2023-10-05,2023-11-15,2023-11-14,,18 Years,55 Years,RANDOMIZED,DOUBLE
NCT01214902,UNKNOWN,NA,,,INTERVENTIONAL,,30.0,2011-05,2012-12,2011-12,,7 Months,18 Months,RANDOMIZED,SINGLE
NCT00921102,COMPLETED,PHASE4,,,INTERVENTIONAL,,216.0,2007-05,2008-05,2008-02,,18 Years,,RANDOMIZED,TRIPLE
NCT03369002,COMPLETED,PHASE1,,,INTERVENTIONAL,,32.0,2017-11-27,2018-05-15,2018-05-15,,18 Years,80 Years,NON_RANDOMIZED,NONE
NCT01257802,TERMINATED,PHASE3,,,INTERVENTIONAL,,14.0,2011-05,2015-11,2015-10,,18 Years,40 Years,RANDOMIZED,DOUBLE
NCT06491602,RECRUITING,,,,OBSERVATIONAL,,30.0,2024-06-24,2025-06-24,2025-06-24,,1 Month,18 Years,,
NCT03330002,COMPLETED,,,,OBSERVATIONAL,,500.0,2018-02-23,2021-02-01,2019-08-08,,18 Years,,,
NCT00147602,COMPLETED,PHASE4,,,INTERVENTIONAL,,4732.0,1998-11,2005-11,,,18 Years,,RANDOMIZED,DOUBLE
NCT05404802,COMPLETED,NA,,,INTERVENTIONAL,,37.0,2022-06-20,2022-10-13,2022-09-09,,,,NON_RANDOMIZED,SINGLE
NCT01476202,COMPLETED,PHASE2,,,INTERVENTIONAL,,120.0,2011-11,2012-01,2012-01,,18 Years,,RANDOMIZED,NONE
NCT00492102,COMPLETED,PHASE1,,,INTERVENTIONAL,,9.0,2007-03,2011-06,2011-06,,7 Days,,NA,NONE
NCT06983002,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,300.0,2025-05-19,2035-04-19,2029-05-19,,20 Years,40 Years,RANDOMIZED,SINGLE
NCT01248702,UNKNOWN,NA,,,INTERVENTIONAL,,600.0,2012-04,2012-05,2012-05,,18 Years,,NON_RANDOMIZED,NONE
NCT04423302,COMPLETED,NA,,,INTERVENTIONAL,,636.0,2020-07-08,2023-06-23,2023-01-31,,18 Years,70 Years,RANDOMIZED,QUADRUPLE
NCT04500002,UNKNOWN,NA,,,INTERVENTIONAL,,240.0,2020-09-01,2021-07-30,2021-06-30,,18 Years,45 Years,RANDOMIZED,QUADRUPLE
NCT03822702,UNKNOWN,NA,,,INTERVENTIONAL,,125.0,2016-05-09,2025-06,2025-06,,5 Years,65 Years,NON_RANDOMIZED,SINGLE
NCT04258202,COMPLETED,NA,,,INTERVENTIONAL,,64.0,2020-03-02,2020-10-08,2020-09-30,,20 Years,75 Years,RANDOMIZED,TRIPLE
NCT02313402,COMPLETED,NA,,,INTERVENTIONAL,,12.0,2014-06,2015-04,2015-04,,18 Years,65 Years,NA,NONE
NCT02460302,WITHDRAWN,PHASE2,,,INTERVENTIONAL,,,2016-12,,2020-12,,45 Years,,RANDOMIZED,QUADRUPLE
NCT00772902,COMPLETED,PHASE4,,,INTERVENTIONAL,,85.0,2008-10,2009-10,2009-09,,18 Years,,RANDOMIZED,NONE
NCT01153802,COMPLETED,PHASE1,,,INTERVENTIONAL,,12.0,2009-04-03,2009-10-12,2009-10-12,,35 Years,55 Years,NON_RANDOMIZED,NONE
NCT04286802,UNKNOWN,NA,,,INTERVENTIONAL,,100.0,2017-07-11,2020-02-28,2020-02-21,,18 Years,,RANDOMIZED,NONE
NCT05257902,UNKNOWN,NA,,,INTERVENTIONAL,,120.0,2022-03,2024-12,2023-03,,60 Years,70 Years,RANDOMIZED,DOUBLE
NCT00996502,TERMINATED,PHASE1|PHASE2,,,INTERVENTIONAL,,4.0,2006-07,2010-03,2010-03,,18 Years,,NA,NONE
NCT04171102,COMPLETED,NA,,,INTERVENTIONAL,,15.0,2013-01,2016-12,2016-12,,18 Years,,NON_RANDOMIZED,SINGLE
NCT01246102,COMPLETED,PHASE1,,,INTERVENTIONAL,,31.0,2010-11-19,2017-10-27,2013-12-30,,18 Years,120 Years,NON_RANDOMIZED,NONE
NCT02609802,COMPLETED,PHASE3,,,INTERVENTIONAL,,77.0,2015-11,2016-07-28,2016-07-28,,19 Years,65 Years,RANDOMIZED,TRIPLE
NCT01298102,COMPLETED,PHASE4,,,INTERVENTIONAL,,185.0,2009-10,2010-03,2010-03,,18 Years,,NA,NONE
NCT05541302,COMPLETED,,,,OBSERVATIONAL,,6456.0,2008-11-01,2022-08-31,2022-08-30,,17 Years,,,
NCT05112302,ENROLLING_BY_INVITATION,,,,OBSERVATIONAL,,50.0,2021-08-17,2025-12,2025-12,,18 Years,,,
NCT01740102,COMPLETED,NA,,,INTERVENTIONAL,,92.0,2012-08,2013-09,2013-01,,18 Years,80 Years,RANDOMIZED,QUADRUPLE
NCT00336102,COMPLETED,,,,OBSERVATIONAL,,541.0,2006-04,2015-06,2015-06,,20 Years,80 Years,,
NCT02667002,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2015-11,2017-06,2017-05,,20 Years,50 Years,RANDOMIZED,NONE
NCT05351502,RECRUITING,PHASE1,,,INTERVENTIONAL,,38.0,2022-08-14,2025-06-30,2025-05-30,,18 Years,,NON_RANDOMIZED,NONE
NCT02737202,TERMINATED,PHASE2,,,INTERVENTIONAL,,28.0,2016-04,2019-07-30,2019-07-30,,18 Years,65 Years,NA,NONE
NCT04955002,COMPLETED,,,,OBSERVATIONAL,,100.0,2021-06-09,2023-01-01,2023-01-01,,18 Years,,,
NCT07015502,RECRUITING,,,,OBSERVATIONAL,,84.0,2024-12-20,2025-12-19,2025-12-19,,18 Years,,,
NCT04347902,COMPLETED,PHASE4,,,INTERVENTIONAL,,65.0,2016-01,2020-04,2020-03,,18 Years,80 Years,RANDOMIZED,NONE
NCT04208802,COMPLETED,,,,OBSERVATIONAL,,50.0,2020-09-24,2022-07-29,2022-07-29,,20 Years,50 Years,,
NCT03651102,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,654.0,2018-01-01,2022-03-01,2021-11-30,,1 Year,,NA,NONE
NCT06243302,ACTIVE_NOT_RECRUITING,,,,OBSERVATIONAL,,60.0,2014-09,2024-04-01,2024-02-20,,16 Years,75 Years,,
NCT00056602,COMPLETED,,,,OBSERVATIONAL,,192.0,2003-03-18,2019-12-23,2018-03-01,,18 Years,100 Years,,
NCT01307202,COMPLETED,NA,,,INTERVENTIONAL,,101.0,2007-10,2011-02,2011-02,,19 Years,90 Years,RANDOMIZED,QUADRUPLE
NCT00506402,COMPLETED,PHASE1,,,INTERVENTIONAL,,30.0,2006-11,2009-04,2009-01,,18 Years,,NON_RANDOMIZED,NONE
NCT03510702,UNKNOWN,,,,OBSERVATIONAL,,40.0,2017-09-15,2019-07,2019-07,,30 Years,60 Years,,
NCT06013202,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,20.0,2023-09-22,2024-09-22,2024-04-12,,25 Years,65 Years,RANDOMIZED,SINGLE
NCT02914002,COMPLETED,NA,,,INTERVENTIONAL,,12400.0,2016-06,2018-03-01,2017-12-19,,18 Years,50 Years,NON_RANDOMIZED,NONE
NCT02108002,COMPLETED,PHASE1,,,INTERVENTIONAL,,7.0,2014-04-05,2018-09-12,2018-09-12,,18 Years,,NON_RANDOMIZED,NONE
NCT02477202,COMPLETED,NA,,,INTERVENTIONAL,,7.0,2015-06,2022-12-29,2022-12-29,,35 Years,50 Years,NA,NONE
NCT01458002,COMPLETED,NA,,,INTERVENTIONAL,,1364.0,2009-04,2013-05,2013-05,,18 Years,75 Years,RANDOMIZED,SINGLE
NCT05902702,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,300.0,2023-09,2029-09,2024-09,,1 Day,12 Months,RANDOMIZED,SINGLE
NCT04028102,UNKNOWN,,,,OBSERVATIONAL,,30.0,2016-10-01,2020-09-01,2020-03-01,,18 Years,,,
NCT04749602,COMPLETED,PHASE2,,,INTERVENTIONAL,,26.0,2020-08-10,2023-03-01,2023-03-01,,18 Years,,NON_RANDOMIZED,NONE
NCT03020602,COMPLETED,PHASE1,,,INTERVENTIONAL,,12.0,2017-01-04,2021-06-26,2019-04-04,,18 Years,,NA,NONE
NCT04298502,UNKNOWN,,,,OBSERVATIONAL,,40.0,2020-01-01,2021-12-31,2020-12-31,,18 Years,65 Years,,
NCT00767702,COMPLETED,,,,OBSERVATIONAL,,18.0,2008-09-18,2012-08-08,,,21 Years,,,
NCT03050502,RECRUITING,NA,,,INTERVENTIONAL,,200.0,2018-02-01,2025-12,2025-03,,18 Years,100 Years,RANDOMIZED,NONE
NCT05537402,RECRUITING,PHASE2,,,INTERVENTIONAL,,204.0,2023-09-27,2030-01-01,2028-01-01,,18 Years,,RANDOMIZED,NONE
NCT03873402,ACTIVE_NOT_RECRUITING,PHASE3,,,INTERVENTIONAL,,437.0,2019-06-21,2025-08-29,2025-08-29,,18 Years,,RANDOMIZED,QUADRUPLE
NCT02293902,COMPLETED,PHASE3,,,INTERVENTIONAL,,243.0,2014-11,2016-10,2016-10,,20 Years,75 Years,RANDOMIZED,QUADRUPLE
NCT00514202,TERMINATED,PHASE2,,,INTERVENTIONAL,,5.0,2007-08,2008-10,2008-10,,18 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT03171402,COMPLETED,,,,OBSERVATIONAL,,92.0,2017-04-30,2018-05-30,2018-05-30,,18 Years,45 Years,,
NCT00505102,UNKNOWN,PHASE4,,,INTERVENTIONAL,,200.0,2007-01,2009-07,2009-07,,18 Years,75 Years,RANDOMIZED,NONE
